reviewer_id,document
26786972,"This was the perfect place to stay in Amsterdam. Gina was easy to communicate with and made sure we were comfortable. The place is exactly as pictured (very neat and cozy). The location was amazing - on a quiet street so we could get away from the crowds, but only a 10-15 minute walk away from the town centre. You can easily walk from here to the Van Gogh museum, the famous downtown churches, and lots of areas with cool restaurants. We would definitely stay here again!"
26805898,"We stayed at Anne-Marie's apartment for 9 days.<br/>There is a free transfer by ferry from the central station to ferry station near the apartment so getting there is very easy.<br/>The apartment is very comfortable, clean and beautiful.<br/>We liked it very much.<br/>The kitchen was perfect because everything we needed was there: microwave oven, dishwasher, washing machine, coffee maker and an electric kettle.<br/>Anne-Marie is very kind and welcoming!<br/>If we go to Amsterdam once more, we will surely stay there again."
26862564,"Unser Aufenthalt bei Gabriella und John war von der ersten Kontaktaufnahme, über die Anreise bis zur Verabschiedung sehr harmonisch und sehr freundschaftlich. Die Beiden haben und jederzeit unsere wünsche förmlich von den Lippen abgelesen und uns einen tollen, unvergesslichen Aufenthalt in Amsterdam ermöglicht. Die Wohnung ist genau, wie in der Anzeige beschrieben, das Frühstück ist umwerfend und sehr, sehr reichhaltig. Die Lage in Amsterdam ist toll, nahe dem Westerpark und angrenzend an das Viertel Jordaan. Wir kommen sehr, sehr gerne wieder."
26863708,"This apartment is one of the most beautiful apartments i have ever stayed in. It is situated in a beautiful town which is walking distance from the centre of Amsterdam. The host was very kind and provided us with plenty of details about the apartment and Amsterdam. We were also given two house keys which was very convenient for the size of our group. Further to this, the the host provided us with three bikes! There was also a garden which is beautiful in the sun. I cannot fault anything about this apartment. If you're looking for a place to stay in Amsterdam, this is the perfect apartment. Thank you Annette! I hope we can stay in your apartment when we return next year! :)"
26871332,"Gastvrij ontvangen door Maaike.  <br/>We voelden ons gelijk thuis. Een mooi licht huis, zeer knus en kleurrijk ingericht.  Genoeg ruimte, praktische keuken, en een heerlijk bed. <br/>HET Absolute plus punt: BAD met jetstream. Wat een verwennerij na een dagje Amsterdam. <br/>Tot slot ligt het appartement in een gezellige buurt. Centraal gelegen tov meerdere buurten, winkels, eettentjes en dichtbij openbaar vervoers opstapplaatsen.<br/>EEN ECHTE AANRADER!!<br/>Nogmaals bedankt en tot de volgende keer:-) De Boathouse is een heerlijke plek in hartje Amsterdam.  Rustige wijk, mooie kamer, goed ontvangst, heerlijk bad en de mogelijkheid gekregen later uit te checken. <br/>Wij komen terug!"
26879836,"Looking back on our two week European vacation, four days at the boat was the highlight!  Hosts welcomed us with Dutch beer and an informative book about the sites near our boat.  That they provided 2 bikes made the stay wonderful."
26957477,"Amazing!! The apartment was in an awesome location and the beds were comfy, it was three people and we felt we had plenty of space.  Mirjam was so accommodating and I felt went above and beyond her duties as a host to make sure we had a great time. Tip: remember hotel heart of Amsterdam because you can see it from the street you are staying on. The stairs were really no big deal at all I felt.  My second time staying with Miriam in two years. The BEST host I've ever had. She is caring, considerate and completely understanding of our needs. Not to mentioned the apartment is beautiful, in an amazing area and is of historical nature.  Highly recommended!!"
26984326,It was a very quick stay but Olaf was very helpful and very nice as a host. The place is charming and exactly what we excepted with my friends. And oh my.. This top roof!!!! Awesome.<br/>Thanks again for this night at your place.
26985296,Very clean tidy and cosy apartment right in the heart of Amsterdam really easy and straight forward. Will book again!
27010762,"Maike & Caspar son los mejores anfitriones que uno puede tener todo muy limpio y ordenado el piso mucho mejor que en la fotos. ellos siempre dispuestos ayudar en lo que se necesite, lastima que solo estuvimos una noche pero seguro regresaremos otra vez.<br/>Recomendable al 100%"
27033502,"We had a fantastic stay in Amstedam. David was a great host. He welcomed us when we arrived and gave us some useful information about the neighborhood. The room was nice, clean and quiet. The apartment was very central and was a perfect location for a week-end trip. We will absolutely recommend David for future guests. "
27045997,"Nous avons été très bien accueillis par Joke. Elle a été de très bons conseils et toujours à l'écoute. Nous avons également eu d'agréables conversations.<br/>L'appartement est très chaleureux et la literie bien confortable. Les petits déjeuner étaient bons et copieux."
27057513,"Tolles Zimmer, wirklich zentrale Lage. David hat sich super um uns gekümmert. Absolut zu empfehlen."
27066447,It was really nice to stay in Matthijs house. Everything went very easy and good! The place is right in the centre of A'dam. Arriving and departing went without any problems! Bed is very comfortable and everything is clean! I would book it again for my next stay in A'dam.
27067176,"This home is PERFECT ! It is larger than what it looks in the photos. The neighborhood seems to be from a fairy tale book. Overlooking the water with huge trees. Although we did not meet Heleen, we exchanged emails often and she was very helpful. The neighbors were also very kind ( specially when the taxi requested didn't show up to take us to the train station:)   <br/>We loved being at your home. Our kids were sad when we had to leave. We used the bikes every day to go to the Ferry, the kids jumped in the trampoline and spin around with the rings in the family room. The dryer came very handy for the three days we came back completely soaked! and so was the hair drier ( we dried the shoes with it:)<br/>We loved the neighborhood, the neighbors, being able to have the dutch experience with the bikes and the food. The view from the bay window is amazing! I would not hesitate to recommend this home to anybody, specially families :)"
